Order ID,Order Date,Vendor ID,Vendor Name,Employee ID,Location,Item,Bill Amount,Status
O43028,19-12-2024,V1,Food Corner 1,E1806,Jaipur,Veg,201,Completed
O43313,19-12-2024,V4,Food Corner 4,E1812,Bangalore,Veg,117,Completed
O43454,19-12-2024,V4,Food Corner 4,E1815,Kolkata,Veg,242,Completed
O43502,19-12-2024,V2,Food Corner 2,E1816,Bangalore,Veg,110,Canceled
O43867,19-12-2024,V1,Food Corner 1,E1824,Pune,Non-Veg,263,Completed
O43915,19-12-2024,V3,Food Corner 3,E1825,Pune,Non-Veg,241,Completed
O43965,19-12-2024,V4,Food Corner 4,E1826,Jaipur,Veg,256,Canceled
O44112,19-12-2024,V2,Food Corner 2,E1829,Ahmedabad,Non-Veg,289,Completed
O44207,19-12-2024,V3,Food Corner 3,E1831,Lucknow,Veg,102,Completed
O44350,19-12-2024,V3,Food Corner 3,E1834,Mumbai,Veg,285,Canceled
O44401,19-12-2024,V4,Food Corner 4,E1835,Jaipur,Veg,131,Canceled
O44540,19-12-2024,V2,Food Corner 2,E1838,Ahmedabad,Non-Veg,195,Completed
O44627,19-12-2024,V5,Food Corner 5,E1840,Kolkata,Veg,219,Canceled
O44722,19-12-2024,V1,Food Corner 1,E1842,Mumbai,Veg,216,Canceled
O44767,19-12-2024,V1,Food Corner 1,E1843,Jaipur,Non-Veg,169,Completed
O44907,19-12-2024,V2,Food Corner 2,E1846,Bangalore,Veg,102,Canceled
O45055,19-12-2024,V5,Food Corner 5,E1849,Pune,Veg,115,Canceled
O45101,19-12-2024,V4,Food Corner 4,E1850,Hyderabad,Veg,215,Canceled
O45292,19-12-2024,V1,Food Corner 1,E1854,Lucknow,Veg,170,Completed
O45436,19-12-2024,V5,Food Corner 5,E1857,Lucknow,Non-Veg,120,Completed
O45482,19-12-2024,V3,Food Corner 3,E1858,Kolkata,Veg,197,Canceled
O45531,19-12-2024,V2,Food Corner 2,E1859,Chennai,Veg,272,Canceled
O45766,19-12-2024,V2,Food Corner 2,E1864,Pune,Veg,231,Canceled
O45810,19-12-2024,V5,Food Corner 5,E1865,Bangalore,Non-Veg,145,Completed
O46004,19-12-2024,V3,Food Corner 3,E1869,Chennai,Non-Veg,109,Canceled
O46050,19-12-2024,V1,Food Corner 1,E1870,Kolkata,Non-Veg,201,Completed
O46335,19-12-2024,V4,Food Corner 4,E1876,Pune,Non-Veg,109,Completed
O46432,19-12-2024,V4,Food Corner 4,E1878,Bangalore,Non-Veg,152,Completed
O46480,19-12-2024,V4,Food Corner 4,E1879,Hyderabad,Non-Veg,227,Canceled
O46860,19-12-2024,V5,Food Corner 5,E1887,Chennai,Non-Veg,192,Canceled
O46954,19-12-2024,V1,Food Corner 1,E1889,Pune,Veg,229,Canceled
O47149,19-12-2024,V3,Food Corner 3,E1893,Jaipur,Non-Veg,215,Canceled
O47238,19-12-2024,V2,Food Corner 2,E1895,Kolkata,Veg,146,Completed
O47283,19-12-2024,V5,Food Corner 5,E1896,Jaipur,Veg,156,Canceled
O47331,19-12-2024,V3,Food Corner 3,E1897,Ahmedabad,Non-Veg,189,Canceled
O47520,19-12-2024,V3,Food Corner 3,E1901,Lucknow,Non-Veg,157,Completed
O47566,19-12-2024,V4,Food Corner 4,E1902,Ahmedabad,Non-Veg,153,Completed
O47707,19-12-2024,V5,Food Corner 5,E1905,Mumbai,Veg,250,Canceled
O47798,19-12-2024,V4,Food Corner 4,E1907,Bangalore,Non-Veg,152,Completed
O47941,19-12-2024,V5,Food Corner 5,E1910,Kolkata,Veg,288,Completed
O48224,19-12-2024,V4,Food Corner 4,E1916,Pune,Non-Veg,293,Completed
O48415,19-12-2024,V3,Food Corner 3,E1920,Jaipur,Veg,268,Completed
O48460,19-12-2024,V4,Food Corner 4,E1921,Delhi,Non-Veg,119,Completed
O48510,19-12-2024,V1,Food Corner 1,E1922,Bangalore,Non-Veg,277,Completed
O48605,19-12-2024,V4,Food Corner 4,E1924,Pune,Veg,290,Canceled
O48801,19-12-2024,V2,Food Corner 2,E1928,Jaipur,Veg,169,Completed
O48988,19-12-2024,V1,Food Corner 1,E1932,Delhi,Non-Veg,236,Canceled
O49266,19-12-2024,V1,Food Corner 1,E1938,Kolkata,Non-Veg,293,Canceled
O49313,19-12-2024,V3,Food Corner 3,E1939,Pune,Veg,292,Completed
O49360,19-12-2024,V3,Food Corner 3,E1940,Pune,Veg,266,Completed
O49409,19-12-2024,V1,Food Corner 1,E1941,Ahmedabad,Non-Veg,164,Canceled
O49460,19-12-2024,V3,Food Corner 3,E1942,Hyderabad,Non-Veg,191,Completed
O49599,19-12-2024,V4,Food Corner 4,E1945,Ahmedabad,Veg,283,Completed
O49645,19-12-2024,V5,Food Corner 5,E1946,Kolkata,Veg,218,Completed
O49741,19-12-2024,V4,Food Corner 4,E1948,Pune,Non-Veg,219,Canceled
O49835,19-12-2024,V3,Food Corner 3,E1950,Pune,Veg,282,Canceled
O49884,19-12-2024,V4,Food Corner 4,E1951,Ahmedabad,Non-Veg,104,Completed
O49977,19-12-2024,V5,Food Corner 5,E1953,Delhi,Veg,291,Completed
O50119,19-12-2024,V2,Food Corner 2,E1956,Ahmedabad,Veg,267,Completed
O50216,19-12-2024,V1,Food Corner 1,E1958,Mumbai,Non-Veg,299,Completed
O50263,19-12-2024,V4,Food Corner 4,E1959,Delhi,Veg,238,Canceled
O50404,19-12-2024,V3,Food Corner 3,E1962,Hyderabad,Non-Veg,160,Completed
O50590,19-12-2024,V4,Food Corner 4,E1966,Pune,Veg,117,Canceled
O50638,19-12-2024,V5,Food Corner 5,E1967,Mumbai,Veg,189,Canceled
O50731,19-12-2024,V3,Food Corner 3,E1969,Pune,Veg,245,Canceled
O50776,19-12-2024,V3,Food Corner 3,E1970,Jaipur,Non-Veg,277,Canceled
O50825,19-12-2024,V3,Food Corner 3,E1971,Hyderabad,Non-Veg,237,Canceled
O50921,19-12-2024,V3,Food Corner 3,E1973,Pune,Veg,158,Completed
O51016,19-12-2024,V3,Food Corner 3,E1975,Kolkata,Veg,177,Completed
O51157,19-12-2024,V2,Food Corner 2,E1978,Delhi,Non-Veg,218,Completed
O51250,19-12-2024,V3,Food Corner 3,E1980,Hyderabad,Non-Veg,275,Canceled
O51297,19-12-2024,V1,Food Corner 1,E1981,Kolkata,Veg,296,Completed
O51344,19-12-2024,V1,Food Corner 1,E1982,Bangalore,Non-Veg,188,Completed
O51583,19-12-2024,V4,Food Corner 4,E1987,Lucknow,Veg,164,Completed
O51674,19-12-2024,V1,Food Corner 1,E1989,Pune,Veg,276,Canceled
O5257,20-12-2024,V3,Food Corner 3,E1005,Pune,Non-Veg,165,Completed
O5303,20-12-2024,V3,Food Corner 3,E1006,Kolkata,Non-Veg,110,Completed
O5677,20-12-2024,V2,Food Corner 2,E1014,Mumbai,Veg,188,Canceled
O5820,20-12-2024,V2,Food Corner 2,E1017,Lucknow,Non-Veg,299,Completed
O6057,20-12-2024,V5,Food Corner 5,E1022,Pune,Non-Veg,181,Canceled
O6197,20-12-2024,V5,Food Corner 5,E1025,Mumbai,Non-Veg,139,Canceled
O6290,20-12-2024,V3,Food Corner 3,E1027,Kolkata,Veg,187,Completed
O6525,20-12-2024,V4,Food Corner 4,E1032,Kolkata,Non-Veg,187,Completed
O6672,20-12-2024,V4,Food Corner 4,E1035,Bangalore,Non-Veg,202,Canceled
O6865,20-12-2024,V3,Food Corner 3,E1039,Pune,Non-Veg,150,Completed
O6959,20-12-2024,V1,Food Corner 1,E1041,Jaipur,Veg,186,Completed
O7050,20-12-2024,V4,Food Corner 4,E1043,Hyderabad,Veg,264,Canceled
O7139,20-12-2024,V5,Food Corner 5,E1045,Pune,Non-Veg,220,Canceled
O7188,20-12-2024,V1,Food Corner 1,E1046,Delhi,Veg,191,Completed
O7327,20-12-2024,V3,Food Corner 3,E1049,Chennai,Veg,115,Completed
O7427,20-12-2024,V2,Food Corner 2,E1051,Ahmedabad,Non-Veg,221,Completed
O7561,20-12-2024,V2,Food Corner 2,E1054,Pune,Non-Veg,142,Completed
O7611,20-12-2024,V3,Food Corner 3,E1055,Bangalore,Non-Veg,170,Canceled
O7661,20-12-2024,V1,Food Corner 1,E1056,Kolkata,Veg,161,Completed
O7988,20-12-2024,V3,Food Corner 3,E1063,Jaipur,Non-Veg,123,Completed
O8083,20-12-2024,V5,Food Corner 5,E1065,Jaipur,Veg,157,Completed
O8132,20-12-2024,V1,Food Corner 1,E1066,Bangalore,Veg,164,Canceled
O8274,20-12-2024,V3,Food Corner 3,E1069,Kolkata,Non-Veg,284,Canceled
O8559,20-12-2024,V1,Food Corner 1,E1075,Kolkata,Veg,138,Completed
O8654,20-12-2024,V3,Food Corner 3,E1077,Mumbai,Veg,266,Completed
O8701,20-12-2024,V2,Food Corner 2,E1078,Jaipur,Veg,156,Completed
O8798,20-12-2024,V2,Food Corner 2,E1080,Kolkata,Veg,109,Completed
O8843,20-12-2024,V1,Food Corner 1,E1081,Hyderabad,Non-Veg,147,Canceled
O8891,20-12-2024,V3,Food Corner 3,E1082,Delhi,Veg,295,Canceled
O9173,20-12-2024,V5,Food Corner 5,E1088,Hyderabad,Non-Veg,178,Canceled
O9311,20-12-2024,V3,Food Corner 3,E1091,Mumbai,Non-Veg,275,Canceled
O9551,20-12-2024,V3,Food Corner 3,E1096,Lucknow,Non-Veg,271,Canceled
O9598,20-12-2024,V1,Food Corner 1,E1097,Chennai,Veg,138,Completed
O9785,20-12-2024,V1,Food Corner 1,E1101,Bangalore,Veg,241,Canceled
O10019,20-12-2024,V4,Food Corner 4,E1106,Pune,Veg,109,Completed
O10114,20-12-2024,V2,Food Corner 2,E1108,Chennai,Non-Veg,110,Completed
O10259,20-12-2024,V1,Food Corner 1,E1111,Delhi,Non-Veg,149,Canceled
O10587,20-12-2024,V4,Food Corner 4,E1118,Hyderabad,Veg,245,Completed
O10868,20-12-2024,V2,Food Corner 2,E1124,Mumbai,Non-Veg,221,Canceled
O10917,20-12-2024,V2,Food Corner 2,E1125,Kolkata,Non-Veg,213,Canceled
O10962,20-12-2024,V3,Food Corner 3,E1126,Hyderabad,Non-Veg,168,Completed
O11150,20-12-2024,V3,Food Corner 3,E1130,Kolkata,Non-Veg,204,Canceled
O11198,20-12-2024,V1,Food Corner 1,E1131,Kolkata,Non-Veg,281,Completed
O11380,20-12-2024,V5,Food Corner 5,E1135,Jaipur,Veg,167,Canceled
O11477,20-12-2024,V5,Food Corner 5,E1137,Mumbai,Veg,118,Canceled
O11523,20-12-2024,V2,Food Corner 2,E1138,Pune,Veg,226,Canceled
O11714,20-12-2024,V1,Food Corner 1,E1142,Hyderabad,Veg,215,Canceled
O11765,20-12-2024,V5,Food Corner 5,E1143,Chennai,Veg,270,Canceled
O11810,20-12-2024,V2,Food Corner 2,E1144,Hyderabad,Veg,202,Canceled
O11860,20-12-2024,V1,Food Corner 1,E1145,Ahmedabad,Veg,181,Completed
O12083,20-12-2024,V4,Food Corner 4,E1150,Mumbai,Veg,118,Completed
O12173,20-12-2024,V5,Food Corner 5,E1152,Delhi,Veg,119,Canceled
O12216,20-12-2024,V3,Food Corner 3,E1153,Kolkata,Veg,175,Canceled
O12403,20-12-2024,V5,Food Corner 5,E1157,Pune,Non-Veg,252,Completed
O12502,20-12-2024,V1,Food Corner 1,E1159,Mumbai,Veg,119,Canceled
O12593,20-12-2024,V5,Food Corner 5,E1161,Jaipur,Veg,244,Canceled
O12787,20-12-2024,V2,Food Corner 2,E1165,Pune,Non-Veg,269,Completed
O13020,20-12-2024,V2,Food Corner 2,E1170,Bangalore,Non-Veg,246,Completed
O13068,20-12-2024,V2,Food Corner 2,E1171,Ahmedabad,Veg,285,Completed
O13204,20-12-2024,V2,Food Corner 2,E1174,Pune,Non-Veg,142,Canceled
O13252,20-12-2024,V3,Food Corner 3,E1175,Delhi,Veg,130,Canceled
O13483,20-12-2024,V4,Food Corner 4,E1180,Ahmedabad,Veg,148,Canceled
O13533,20-12-2024,V2,Food Corner 2,E1181,Chennai,Non-Veg,187,Completed
O13677,20-12-2024,V3,Food Corner 3,E1184,Hyderabad,Non-Veg,294,Canceled
O14051,20-12-2024,V4,Food Corner 4,E1192,Hyderabad,Veg,101,Completed
O14148,20-12-2024,V5,Food Corner 5,E1194,Lucknow,Veg,271,Completed
O14195,20-12-2024,V5,Food Corner 5,E1195,Ahmedabad,Non-Veg,169,Canceled
O14336,20-12-2024,V4,Food Corner 4,E1198,Mumbai,Veg,181,Canceled
O14383,20-12-2024,V3,Food Corner 3,E1199,Jaipur,Non-Veg,276,Completed
O14432,20-12-2024,V1,Food Corner 1,E1200,Hyderabad,Veg,149,Canceled
O14479,20-12-2024,V1,Food Corner 1,E1201,Hyderabad,Non-Veg,126,Completed
O14525,20-12-2024,V3,Food Corner 3,E1202,Bangalore,Veg,179,Completed
O14620,20-12-2024,V2,Food Corner 2,E1204,Jaipur,Non-Veg,172,Completed
O14668,20-12-2024,V1,Food Corner 1,E1205,Ahmedabad,Veg,130,Completed
O14759,20-12-2024,V2,Food Corner 2,E1207,Chennai,Non-Veg,235,Completed
O14809,20-12-2024,V1,Food Corner 1,E1208,Lucknow,Non-Veg,209,Completed
O14903,20-12-2024,V5,Food Corner 5,E1210,Jaipur,Non-Veg,195,Canceled
O14951,20-12-2024,V3,Food Corner 3,E1211,Bangalore,Veg,246,Completed
O15001,20-12-2024,V1,Food Corner 1,E1212,Mumbai,Non-Veg,144,Canceled
O15049,20-12-2024,V4,Food Corner 4,E1213,Lucknow,Non-Veg,136,Completed
O15146,20-12-2024,V2,Food Corner 2,E1215,Mumbai,Non-Veg,219,Canceled
O15237,20-12-2024,V2,Food Corner 2,E1217,Chennai,Non-Veg,120,Completed
O15332,20-12-2024,V4,Food Corner 4,E1219,Chennai,Veg,257,Canceled
O15381,20-12-2024,V5,Food Corner 5,E1220,Jaipur,Veg,184,Canceled
O15619,20-12-2024,V4,Food Corner 4,E1225,Kolkata,Veg,226,Canceled
O15667,20-12-2024,V4,Food Corner 4,E1226,Delhi,Veg,291,Canceled
O15848,20-12-2024,V3,Food Corner 3,E1230,Hyderabad,Non-Veg,150,Completed
O15989,20-12-2024,V2,Food Corner 2,E1233,Jaipur,Veg,289,Completed
O16175,20-12-2024,V3,Food Corner 3,E1237,Jaipur,Veg,121,Canceled
O16224,20-12-2024,V4,Food Corner 4,E1238,Bangalore,Non-Veg,297,Completed
O16273,20-12-2024,V3,Food Corner 3,E1239,Bangalore,Veg,241,Completed
O16322,20-12-2024,V4,Food Corner 4,E1240,Bangalore,Non-Veg,250,Completed
O16371,20-12-2024,V1,Food Corner 1,E1241,Bangalore,Non-Veg,136,Canceled
O16460,20-12-2024,V3,Food Corner 3,E1243,Jaipur,Non-Veg,105,Completed
O16506,20-12-2024,V1,Food Corner 1,E1244,Bangalore,Veg,155,Completed
O16647,20-12-2024,V2,Food Corner 2,E1247,Pune,Non-Veg,195,Canceled
O16693,20-12-2024,V3,Food Corner 3,E1248,Delhi,Veg,276,Canceled
O16924,20-12-2024,V3,Food Corner 3,E1253,Bangalore,Veg,255,Canceled
O17065,20-12-2024,V5,Food Corner 5,E1256,Mumbai,Non-Veg,236,Completed
O17110,20-12-2024,V2,Food Corner 2,E1257,Bangalore,Veg,165,Canceled
O17203,20-12-2024,V2,Food Corner 2,E1259,Bangalore,Non-Veg,133,Canceled
O17298,20-12-2024,V1,Food Corner 1,E1261,Hyderabad,Non-Veg,295,Completed
O17346,20-12-2024,V3,Food Corner 3,E1262,Hyderabad,Non-Veg,248,Completed
O17731,20-12-2024,V4,Food Corner 4,E1270,Mumbai,Veg,226,Canceled
O17777,20-12-2024,V3,Food Corner 3,E1271,Kolkata,Veg,138,Canceled
O17874,20-12-2024,V3,Food Corner 3,E1273,Bangalore,Veg,144,Completed
O17967,20-12-2024,V5,Food Corner 5,E1275,Bangalore,Non-Veg,117,Completed
O18061,20-12-2024,V2,Food Corner 2,E1277,Chennai,Non-Veg,149,Completed
O18204,20-12-2024,V4,Food Corner 4,E1280,Delhi,Veg,180,Canceled
O18436,20-12-2024,V4,Food Corner 4,E1285,Pune,Non-Veg,145,Canceled
O18579,20-12-2024,V3,Food Corner 3,E1288,Lucknow,Veg,243,Canceled
O18813,20-12-2024,V2,Food Corner 2,E1293,Delhi,Veg,217,Completed
O18860,20-12-2024,V4,Food Corner 4,E1294,Delhi,Veg,147,Completed
O19048,20-12-2024,V4,Food Corner 4,E1298,Kolkata,Non-Veg,265,Completed
O19098,20-12-2024,V3,Food Corner 3,E1299,Mumbai,Non-Veg,212,Completed
O19238,20-12-2024,V5,Food Corner 5,E1302,Pune,Non-Veg,231,Canceled
O19378,20-12-2024,V1,Food Corner 1,E1305,Hyderabad,Veg,140,Completed
O19569,20-12-2024,V2,Food Corner 2,E1309,Mumbai,Non-Veg,168,Completed
O19666,20-12-2024,V1,Food Corner 1,E1311,Pune,Non-Veg,126,Canceled
O19857,20-12-2024,V1,Food Corner 1,E1315,Kolkata,Non-Veg,280,Canceled
O19996,20-12-2024,V4,Food Corner 4,E1318,Hyderabad,Veg,103,Canceled
O20044,20-12-2024,V1,Food Corner 1,E1319,Delhi,Veg,211,Completed
O20092,20-12-2024,V2,Food Corner 2,E1320,Pune,Veg,125,Completed
O20142,20-12-2024,V5,Food Corner 5,E1321,Lucknow,Veg,232,Canceled
O20285,20-12-2024,V5,Food Corner 5,E1324,Delhi,Veg,221,Completed
O20333,20-12-2024,V1,Food Corner 1,E1325,Delhi,Veg,268,Completed
O20477,20-12-2024,V4,Food Corner 4,E1328,Chennai,Veg,228,Completed
O20522,20-12-2024,V2,Food Corner 2,E1329,Lucknow,Veg,144,Completed
O20853,20-12-2024,V2,Food Corner 2,E1336,Pune,Veg,218,Completed
O20993,20-12-2024,V1,Food Corner 1,E1339,Ahmedabad,Non-Veg,291,Completed
O21038,20-12-2024,V2,Food Corner 2,E1340,Delhi,Veg,148,Completed
O21645,20-12-2024,V3,Food Corner 3,E1353,Kolkata,Non-Veg,251,Completed
O21932,20-12-2024,V1,Food Corner 1,E1359,Jaipur,Veg,137,Completed
O21979,20-12-2024,V1,Food Corner 1,E1360,Kolkata,Non-Veg,264,Canceled
O22119,20-12-2024,V2,Food Corner 2,E1363,Pune,Veg,179,Completed
O22205,20-12-2024,V4,Food Corner 4,E1365,Lucknow,Veg,140,Completed
O22254,20-12-2024,V4,Food Corner 4,E1366,Ahmedabad,Veg,243,Completed
O22529,20-12-2024,V5,Food Corner 5,E1372,Lucknow,Veg,221,Completed
O22576,20-12-2024,V5,Food Corner 5,E1373,Chennai,Veg,295,Completed
O22712,20-12-2024,V5,Food Corner 5,E1376,Ahmedabad,Veg,167,Completed
O22759,20-12-2024,V3,Food Corner 3,E1377,Hyderabad,Veg,202,Completed
O23000,20-12-2024,V4,Food Corner 4,E1382,Delhi,Non-Veg,154,Completed
O23144,20-12-2024,V2,Food Corner 2,E1385,Chennai,Non-Veg,298,Canceled
O23194,20-12-2024,V3,Food Corner 3,E1386,Pune,Non-Veg,139,Completed
O23243,20-12-2024,V5,Food Corner 5,E1387,Pune,Veg,255,Canceled
O23663,20-12-2024,V1,Food Corner 1,E1396,Kolkata,Veg,219,Completed
O23852,20-12-2024,V5,Food Corner 5,E1400,Ahmedabad,Non-Veg,254,Completed
O23901,20-12-2024,V1,Food Corner 1,E1401,Hyderabad,Non-Veg,253,Canceled
O24044,20-12-2024,V4,Food Corner 4,E1404,Pune,Veg,188,Canceled
O24091,20-12-2024,V2,Food Corner 2,E1405,Bangalore,Veg,201,Completed
O24421,20-12-2024,V3,Food Corner 3,E1412,Bangalore,Veg,207,Canceled
O24469,20-12-2024,V1,Food Corner 1,E1413,Lucknow,Non-Veg,109,Canceled
O24564,20-12-2024,V2,Food Corner 2,E1415,Delhi,Non-Veg,245,Completed
O24707,20-12-2024,V3,Food Corner 3,E1418,Jaipur,Veg,202,Completed
O24756,20-12-2024,V2,Food Corner 2,E1419,Kolkata,Non-Veg,181,Completed
O24994,20-12-2024,V3,Food Corner 3,E1424,Mumbai,Veg,184,Completed
O25179,20-12-2024,V1,Food Corner 1,E1428,Pune,Veg,110,Canceled
O25272,20-12-2024,V4,Food Corner 4,E1430,Bangalore,Veg,254,Canceled
O25364,20-12-2024,V4,Food Corner 4,E1432,Kolkata,Veg,143,Canceled
O25412,20-12-2024,V5,Food Corner 5,E1433,Delhi,Veg,279,Canceled
O25601,20-12-2024,V5,Food Corner 5,E1437,Lucknow,Veg,262,Completed
O25647,20-12-2024,V4,Food Corner 4,E1438,Pune,Veg,247,Canceled
O25696,20-12-2024,V5,Food Corner 5,E1439,Jaipur,Non-Veg,237,Completed
O25884,20-12-2024,V5,Food Corner 5,E1443,Pune,Veg,200,Canceled
O25933,20-12-2024,V3,Food Corner 3,E1444,Bangalore,Non-Veg,119,Completed
O25984,20-12-2024,V5,Food Corner 5,E1445,Mumbai,Non-Veg,298,Completed
O26171,20-12-2024,V4,Food Corner 4,E1449,Lucknow,Non-Veg,267,Canceled
O26496,20-12-2024,V3,Food Corner 3,E1456,Mumbai,Veg,183,Canceled
O26636,20-12-2024,V4,Food Corner 4,E1459,Chennai,Non-Veg,143,Completed
O26830,20-12-2024,V1,Food Corner 1,E1463,Chennai,Non-Veg,127,Completed
O26977,20-12-2024,V4,Food Corner 4,E1466,Lucknow,Non-Veg,269,Canceled
O27167,20-12-2024,V4,Food Corner 4,E1470,Mumbai,Veg,262,Completed
O27690,20-12-2024,V2,Food Corner 2,E1481,Ahmedabad,Non-Veg,123,Canceled
O27738,20-12-2024,V1,Food Corner 1,E1482,Ahmedabad,Veg,279,Completed
O28069,20-12-2024,V2,Food Corner 2,E1489,Pune,Non-Veg,244,Canceled
O28112,20-12-2024,V4,Food Corner 4,E1490,Bangalore,Veg,299,Completed
O28348,20-12-2024,V1,Food Corner 1,E1495,Ahmedabad,Non-Veg,192,Completed
O28394,20-12-2024,V1,Food Corner 1,E1496,Lucknow,Veg,206,Completed
O28441,20-12-2024,V5,Food Corner 5,E1497,Kolkata,Non-Veg,291,Completed
O28490,20-12-2024,V2,Food Corner 2,E1498,Pune,Veg,136,Canceled
O28580,20-12-2024,V3,Food Corner 3,E1500,Hyderabad,Veg,190,Completed
O28630,20-12-2024,V5,Food Corner 5,E1501,Kolkata,Veg,276,Completed
O28678,20-12-2024,V1,Food Corner 1,E1502,Pune,Non-Veg,100,Canceled
O28726,20-12-2024,V2,Food Corner 2,E1503,Pune,Veg,251,Completed
O28911,20-12-2024,V4,Food Corner 4,E1507,Delhi,Non-Veg,248,Completed
O29008,20-12-2024,V5,Food Corner 5,E1509,Bangalore,Non-Veg,243,Canceled
O29146,20-12-2024,V4,Food Corner 4,E1512,Hyderabad,Veg,269,Completed
O29193,20-12-2024,V1,Food Corner 1,E1513,Ahmedabad,Veg,154,Canceled
O29242,20-12-2024,V1,Food Corner 1,E1514,Bangalore,Veg,170,Canceled
O29287,20-12-2024,V3,Food Corner 3,E1515,Lucknow,Veg,138,Canceled
O29335,20-12-2024,V5,Food Corner 5,E1516,Pune,Non-Veg,234,Completed
O29385,20-12-2024,V2,Food Corner 2,E1517,Ahmedabad,Veg,124,Canceled
O29573,20-12-2024,V3,Food Corner 3,E1521,Ahmedabad,Veg,269,Completed
O29620,20-12-2024,V1,Food Corner 1,E1522,Ahmedabad,Veg,109,Completed
O29667,20-12-2024,V2,Food Corner 2,E1523,Mumbai,Non-Veg,117,Completed
O29714,20-12-2024,V1,Food Corner 1,E1524,Ahmedabad,Veg,164,Completed
O29852,20-12-2024,V2,Food Corner 2,E1527,Jaipur,Veg,275,Canceled
O30039,20-12-2024,V2,Food Corner 2,E1531,Kolkata,Non-Veg,281,Canceled
O30419,20-12-2024,V5,Food Corner 5,E1539,Lucknow,Non-Veg,255,Canceled
O30741,20-12-2024,V2,Food Corner 2,E1546,Kolkata,Non-Veg,260,Canceled
O30967,20-12-2024,V4,Food Corner 4,E1551,Kolkata,Veg,277,Completed
O31061,20-12-2024,V2,Food Corner 2,E1553,Pune,Veg,113,Canceled
O31110,20-12-2024,V4,Food Corner 4,E1554,Hyderabad,Veg,230,Canceled
O31254,20-12-2024,V1,Food Corner 1,E1557,Pune,Veg,234,Canceled
O31444,20-12-2024,V1,Food Corner 1,E1561,Bangalore,Veg,248,Completed
O31539,20-12-2024,V1,Food Corner 1,E1563,Ahmedabad,Non-Veg,259,Canceled
O31821,20-12-2024,V4,Food Corner 4,E1569,Bangalore,Non-Veg,153,Canceled
O31870,20-12-2024,V4,Food Corner 4,E1570,Chennai,Veg,186,Canceled
O31918,20-12-2024,V5,Food Corner 5,E1571,Delhi,Non-Veg,128,Completed
O32059,20-12-2024,V1,Food Corner 1,E1574,Lucknow,Non-Veg,177,Completed
O32107,20-12-2024,V3,Food Corner 3,E1575,Mumbai,Non-Veg,178,Completed
O32253,20-12-2024,V5,Food Corner 5,E1578,Hyderabad,Non-Veg,267,Canceled
O32440,20-12-2024,V2,Food Corner 2,E1582,Chennai,Veg,143,Completed
O32534,20-12-2024,V3,Food Corner 3,E1584,Mumbai,Veg,141,Completed
O32629,20-12-2024,V1,Food Corner 1,E1586,Mumbai,Veg,282,Completed
O32916,20-12-2024,V3,Food Corner 3,E1592,Bangalore,Non-Veg,276,Canceled
O33156,20-12-2024,V5,Food Corner 5,E1597,Delhi,Non-Veg,204,Completed
O33346,20-12-2024,V3,Food Corner 3,E1601,Delhi,Non-Veg,125,Canceled
O33721,20-12-2024,V5,Food Corner 5,E1609,Lucknow,Non-Veg,268,Completed
O33766,20-12-2024,V1,Food Corner 1,E1610,Hyderabad,Non-Veg,117,Completed
O33955,20-12-2024,V1,Food Corner 1,E1614,Jaipur,Veg,208,Completed
O34195,20-12-2024,V2,Food Corner 2,E1619,Pune,Non-Veg,110,Completed
O34387,20-12-2024,V3,Food Corner 3,E1623,Delhi,Veg,188,Completed
O34436,20-12-2024,V5,Food Corner 5,E1624,Chennai,Non-Veg,182,Completed
O34626,20-12-2024,V3,Food Corner 3,E1628,Chennai,Veg,103,Canceled
O34720,20-12-2024,V3,Food Corner 3,E1630,Mumbai,Non-Veg,114,Canceled
O34911,20-12-2024,V2,Food Corner 2,E1634,Kolkata,Non-Veg,152,Canceled
O35102,20-12-2024,V1,Food Corner 1,E1638,Lucknow,Veg,183,Completed
O35150,20-12-2024,V5,Food Corner 5,E1639,Chennai,Veg,284,Completed
O35292,20-12-2024,V1,Food Corner 1,E1642,Lucknow,Non-Veg,184,Completed
O35434,20-12-2024,V4,Food Corner 4,E1645,Jaipur,Veg,149,Completed
O35530,20-12-2024,V5,Food Corner 5,E1647,Mumbai,Veg,176,Canceled
O35577,20-12-2024,V4,Food Corner 4,E1648,Delhi,Veg,286,Canceled
O35622,20-12-2024,V5,Food Corner 5,E1649,Bangalore,Veg,205,Canceled
O35712,20-12-2024,V4,Food Corner 4,E1651,Jaipur,Veg,145,Completed
O35761,20-12-2024,V1,Food Corner 1,E1652,Pune,Non-Veg,163,Completed
O36133,20-12-2024,V3,Food Corner 3,E1660,Lucknow,Non-Veg,169,Completed
O36225,20-12-2024,V3,Food Corner 3,E1662,Delhi,Veg,263,Canceled
O36273,20-12-2024,V3,Food Corner 3,E1663,Delhi,Non-Veg,224,Completed
O36555,20-12-2024,V4,Food Corner 4,E1669,Mumbai,Non-Veg,232,Canceled
O36605,20-12-2024,V2,Food Corner 2,E1670,Pune,Veg,270,Canceled
O36653,20-12-2024,V5,Food Corner 5,E1671,Lucknow,Veg,273,Canceled
O37028,20-12-2024,V3,Food Corner 3,E1679,Kolkata,Non-Veg,201,Canceled
O37125,20-12-2024,V4,Food Corner 4,E1681,Lucknow,Veg,270,Canceled
